employee_id,project_id,work_date,start_time,end_time,break_duration,hours_worked,overtime,absent,shift_type,remarks
3400,4,2024-08-10,,15:27:00,,0.0,0.0,False,,Listen note to my easy once cell majority pay pass.
3297,70,2024-10-11,,19:55:00,55.0,0.0,0.0,False,,Single myself road company drop.
2776,236,2024-02-14,06:47:00,19:07:00,,0.0,2.25,True,morning,Radio whose girl save past public cultural.
2431,399,2024-03-09,07:12:00,18:21:00,,8.65,0.0,False,,Peace start herself describe painting front office one.
1657,164,2024-10-13,08:22:00,16:50:00,,10.2,0.0,False,day,Side thus myself why.
3680,292,2024-03-09,06:48:00,17:10:00,,0.0,1.1,False,day,Involve sport realize community page Mrs.
2441,203,2024-05-07,,,40.0,11.38,0.0,False,,Compare treat exactly create senior news guess recently.
3047,319,2024-11-01,,18:32:00,,10.93,1.83,False,day,Evening bill letter present cultural force media point.
1996,328,2024-10-25,09:16:00,,,8.62,0.0,True,morning,Unit interesting power cup continue never him admit question off I.
3178,303,2024-02-10,,18:22:00,,11.65,0.0,False,morning,Can future one truth others outside.
1299,172,2024-08-04,10:34:00,20:42:00,,0.0,0.0,False,day,Protect discussion find close material.
2990,393,2024-11-05,,,,0.0,0.0,False,,Alone body investment simple summer church it.
1552,319,2024-01-17,06:02:00,,,0.0,1.08,True,day,Doctor organization determine president month religious age spring.
2175,358,2024-04-05,07:33:00,,,0.0,0.0,False,day,To population cause whose me economic this above.
3315,178,2024-05-20,,,36.0,8.65,0.02,True,morning,His go since travel dark dream station commercial.
1550,330,2024-05-13,06:35:00,,,9.82,1.43,True,,Group popular miss energy however fund.
1657,295,2024-08-10,08:05:00,,,8.68,0.78,False,morning,Every perhaps ever table test bar.
2699,322,2024-01-17,06:11:00,,52.0,0.0,0.0,True,,Drop decade group alone key point hospital great.
2292,270,2024-09-12,,,55.0,11.87,0.0,False,,Father author gun arm religious avoid daughter he.
1247,336,2024-08-02,,,,0.0,2.33,False,,Bill rather decide tell him where computer before gas.
3566,63,2024-06-17,,,58.0,8.83,1.22,True,,Center trouble debate college travel middle continue.
3089,467,2024-01-07,,,,0.0,0.0,False,day,Institution them dream growth story even community spend agree.
2497,393,2024-06-04,07:06:00,,45.0,8.3,3.55,True,morning,Beautiful magazine five door drug program each fine.
1002,102,2024-09-10,,,,0.0,0.35,False,morning,Key guy wait director suffer defense agree.
1294,64,2024-05-07,06:55:00,16:56:00,,8.43,0.0,False,morning,Yet as allow face low.
3585,395,2024-03-29,,,,0.0,0.0,False,morning,Town election number few program mean.
1336,112,2024-06-14,,20:17:00,43.0,8.25,0.0,False,,Into may open already nearly concern.
3139,135,2024-06-10,08:07:00,17:01:00,,9.05,0.0,True,morning,Budget street never herself feel talk high plan arrive generation.
1741,493,2024-05-16,,20:24:00,42.0,8.42,2.17,True,,Attorney good total miss court carry month.
2998,215,2024-07-05,,19:16:00,51.0,0.0,3.62,True,,Audience involve ready bar look building show degree computer clear.
3026,355,2024-09-30,,,30.0,8.78,1.13,True,,Who drop you summer.
3203,262,2024-08-04,,,,0.0,0.45,False,,Material probably involve draw black letter.
3712,304,2024-10-06,,18:25:00,,9.9,0.0,False,,Onto day road company which city.
1347,239,2024-01-10,,,,0.0,0.0,True,,Others seek lay watch save.
1784,414,2024-09-21,08:04:00,17:53:00,,0.0,0.0,True,morning,Expert section claim above PM course turn.
2818,46,2024-10-21,10:01:00,19:44:00,,0.0,0.2,False,,Child imagine manager subject task green address follow similar and.
1663,438,2024-02-03,,,,11.23,3.53,False,morning,Situation class walk collection culture beat marriage heart.
3774,433,2024-02-19,10:41:00,15:29:00,54.0,8.98,0.83,False,,Affect street least bring reflect past these page senior democratic.
3867,459,2024-04-22,08:12:00,,,0.0,0.0,False,morning,Can let student daughter serve west prove agent gas.
2178,220,2024-09-02,,14:30:00,30.0,0.0,0.0,False,morning,Think least president model box production.
3674,6,2024-04-30,06:49:00,,32.0,10.2,0.0,True,morning,Hundred after fire water create.
2688,491,2024-03-26,,14:37:00,,10.07,0.0,False,morning,Piece save thought unit similar sell eat.
1861,120,2024-11-08,,,,8.73,0.0,True,morning,Traditional any age run western candidate process.
2163,139,2024-08-15,06:10:00,19:49:00,51.0,0.0,0.0,True,morning,What bad possible song front likely stand show early week.
2889,473,2024-06-29,,15:45:00,41.0,11.32,1.35,False,,Congress citizen discover child garden TV happy among.
2723,98,2024-06-29,,19:39:00,,8.6,0.0,True,day,Take family movie apply everyone ever modern where.
1246,346,2024-02-10,,,30.0,10.82,3.2,True,morning,Others quickly as population deal former number standard.
1518,241,2024-08-10,08:48:00,18:21:00,47.0,9.08,1.73,False,,Against receive one site two as.
2210,39,2024-10-11,,,,0.0,0.0,False,day,Professor goal station study economic her plant drop region.
1473,340,2024-04-03,08:13:00,,51.0,0.0,0.0,True,,Where outside glass team many minute.
3509,434,2024-05-15,07:40:00,18:36:00,43.0,10.07,2.7,False,morning,The knowledge woman contain well behind talk ago get born from.
1199,320,2024-09-17,,19:24:00,40.0,10.4,0.0,False,morning,Wear outside act out admit look few which.
3553,209,2024-03-10,,,40.0,9.83,0.77,True,morning,Major work already many.
2739,47,2024-04-12,,,57.0,0.0,0.27,False,,Specific money leave wind name machine environment.
2795,307,2024-07-29,,19:26:00,40.0,8.03,0.0,False,,Election public article in every support.
1034,336,2024-06-03,06:05:00,,,0.0,1.2,True,morning,Seek purpose our kitchen begin majority well of local.
1578,49,2024-05-29,07:42:00,,37.0,0.0,0.0,False,day,Image will pick single do discover.
2818,354,2024-01-29,,18:04:00,,11.18,0.0,True,,Hospital everyone around standard lay subject begin meet they.
3836,50,2024-07-05,,,50.0,0.0,0.0,True,,Car industry along happen course put more serious international various up.
1058,314,2024-02-02,,,39.0,0.0,0.0,True,morning,Drive onto social painting song amount my later available mission.
3640,189,2024-03-19,,,59.0,0.0,1.32,True,morning,Hundred deal start interesting model tonight miss simply.
3754,2,2024-01-26,,,,8.87,0.0,False,day,Quite factor teacher our thing continue they light kitchen your.
2985,408,2024-03-16,10:09:00,19:11:00,48.0,10.8,0.0,True,day,Blood individual show discover different staff.
2076,183,2024-09-25,07:12:00,17:20:00,33.0,0.0,0.0,False,,Across long wear doctor while college.
2934,76,2024-02-03,,,57.0,8.67,3.48,False,morning,Up road worry teacher watch avoid newspaper when.
3068,167,2024-03-02,,,,0.0,3.73,True,morning,Every apply always position bill final would there.
1753,347,2024-03-03,06:06:00,,33.0,0.0,3.85,True,,Reason claim anyone boy bag challenge certain toward hear.
1580,262,2024-03-31,,,,0.0,0.0,True,,Dog throw well meeting factor later not role.
3078,425,2024-06-20,10:56:00,,42.0,9.32,0.0,True,,Reason culture buy water source mouth.
2748,340,2024-09-22,06:59:00,,,0.0,0.12,True,,Page data will clear administration.
3686,273,2024-09-12,,,48.0,0.0,0.0,False,,Body central fish discussion student medical common economic name draw.
1340,481,2024-09-13,09:01:00,,53.0,0.0,0.0,False,morning,Environmental want relate full kind light save politics.
1052,5,2024-08-26,,,,0.0,1.2,True,,Avoid financial word class organization of above form need teach.
3832,440,2024-02-11,,,,9.18,3.28,True,,Hear good factor fish any everybody knowledge.
1729,251,2024-04-05,06:12:00,,,11.7,1.67,True,morning,Experience inside about nearly baby call year civil something.
1214,252,2024-10-16,08:47:00,,,0.0,0.0,False,day,Information clearly second less store left create.
1666,13,2024-06-12,07:37:00,,49.0,0.0,0.0,True,day,Training memory animal yes determine all set several effort.
3934,459,2024-02-26,07:02:00,19:43:00,30.0,9.37,2.67,False,,Indicate public heart deal plant concern hair throughout.
3133,314,2024-01-12,09:33:00,,41.0,11.5,0.0,False,day,Realize practice clear morning tend get research marriage.
3236,121,2024-09-02,,17:30:00,,0.0,3.12,False,,Collection society still black determine per recognize carry.
3866,45,2024-09-30,,,,8.95,0.0,False,,Against region middle final together ten church unit story.
3221,412,2024-05-13,06:50:00,,38.0,9.93,3.13,True,morning,Himself some early month practice perform section very best rock.
2686,37,2024-03-16,,,30.0,0.0,0.0,True,morning,Big score adult put imagine eat difficult pick this along night.
3780,141,2024-06-24,07:11:00,,40.0,11.67,0.0,False,day,Education step series part stay stuff.
2993,83,2024-01-01,10:51:00,,,9.97,0.0,False,,Religious property attention structure industry couple suddenly.
2556,33,2024-03-22,08:20:00,17:14:00,,10.82,0.0,False,morning,There this American establish four change.
3011,51,2024-01-24,,20:10:00,,8.15,1.65,True,day,Event our performance rate you.
3511,60,2024-06-24,,17:31:00,,0.0,3.93,True,morning,Seven billion lawyer pressure investment left white another occur.
3194,418,2024-07-29,,,,10.52,0.0,False,,There part husband animal imagine young coach north.
3697,241,2024-06-28,09:36:00,,,9.32,3.42,False,,Final purpose offer country interview however either indicate.
1724,223,2024-01-19,09:32:00,,49.0,9.75,0.0,True,morning,Focus purpose present I green business cost.
1869,442,2024-07-17,,,,0.0,0.0,True,,Impact kid prepare prevent name.
1059,357,2024-06-03,,17:08:00,,0.0,0.0,False,,Them include present six treatment.
3579,221,2024-08-21,07:41:00,18:22:00,,10.77,0.0,True,,System position idea memory source have news.
2368,176,2024-02-09,,,,0.0,0.73,True,,Across simple well debate think determine discuss provide often.
3905,17,2024-06-06,,19:30:00,,0.0,0.0,False,,Control meet fall idea name find look employee often fill.
3013,65,2024-06-11,06:50:00,15:37:00,30.0,0.0,0.58,False,morning,Difficult whether also together new identify difference my yeah especially.
2434,111,2024-05-05,,,,9.45,0.0,True,,Fund loss talk reality should power without.
3989,420,2024-08-12,09:55:00,16:19:00,43.0,0.0,0.0,True,morning,Weight win health us special wall sport three music.
1602,436,2024-08-15,10:13:00,21:29:00,49.0,0.0,0.52,False,,Send claim condition push drop another somebody almost.
1163,223,2024-07-02,06:49:00,,49.0,9.13,3.97,False,,Available director baby apply exactly certainly happy exactly.
3799,10,2024-09-25,,,,0.0,2.57,False,,Edge interesting partner industry need.
1780,345,2024-04-08,,18:36:00,35.0,9.03,1.43,True,,Card full visit spend hot say son science story.
1077,435,2024-06-15,06:36:00,18:02:00,45.0,8.73,2.75,True,morning,Day daughter article lay direction.
1621,179,2024-05-12,06:06:00,17:04:00,35.0,0.0,0.0,False,morning,When friend though American page tough.
1734,409,2024-09-03,06:20:00,,,11.98,0.0,False,,People either hot just recent would cause sure level.
3899,456,2024-05-14,10:28:00,17:20:00,50.0,0.0,0.0,False,day,Bar you son prove image growth.
3395,149,2024-04-03,07:42:00,,,9.42,0.0,False,,Field space gas police onto.
3083,473,2024-01-13,,16:22:00,53.0,9.95,1.83,True,morning,Brother model tend performance tough drive argue blue myself.
2055,297,2024-04-25,,,,0.0,0.0,True,,Thus someone must well hospital chance with page.
2187,107,2024-02-07,,19:53:00,,11.33,3.68,True,morning,Your difference suffer civil yet member leader.
2071,451,2024-02-05,08:24:00,17:23:00,,0.0,0.0,False,,Push only effort argue material really guess computer.
3196,42,2024-03-20,,,,10.75,1.33,True,morning,Meeting between it fast pick page.
3946,217,2024-07-01,,,44.0,9.5,0.0,True,morning,Exist sit black if early language.
2711,124,2024-05-29,08:51:00,,37.0,0.0,0.52,True,morning,Push want half our drop behavior.
3033,392,2024-03-28,,19:59:00,39.0,0.0,3.8,True,day,Operation force nice scene alone short follow.
1538,65,2024-04-14,10:08:00,15:01:00,,0.0,0.0,False,,Condition be accept city air employee security method.
2889,97,2024-07-03,09:17:00,19:08:00,,9.48,0.82,False,,Since this memory defense her fly last ability.
1628,160,2024-07-31,09:04:00,,50.0,9.03,0.38,False,,Moment stay condition those group source analysis much.
2156,499,2024-01-21,09:18:00,17:04:00,39.0,0.0,0.98,True,,Four reflect later budget amount city day.
2762,142,2024-09-04,07:31:00,18:04:00,,0.0,0.0,True,,Everyone run building provide nor especially free student painting game.
2542,189,2024-06-23,06:48:00,16:10:00,,0.0,1.98,True,,Issue thing speak instead evening might generation board send.
3686,493,2024-02-04,,,,0.0,0.0,False,morning,Everything film bag medical look.
3506,6,2024-08-18,10:10:00,,49.0,0.0,1.37,True,,Ground data hundred professional culture teach.
2391,43,2024-06-11,08:03:00,21:41:00,30.0,0.0,1.93,False,,Indicate approach morning car hospital reveal.
2846,365,2024-04-21,,17:04:00,,9.68,3.58,False,morning,Growth wall us area statement two how energy.
2126,83,2024-08-04,06:48:00,20:03:00,,0.0,0.0,False,morning,Least moment next father in conference attack if.
2818,140,2024-04-23,,,37.0,0.0,0.0,False,,Bill shake thus other knowledge nature brother top lay score.
2703,89,2024-03-01,,18:03:00,,11.07,0.0,False,,Other member who gas my sort agency find not energy.
1406,121,2024-03-03,,,48.0,9.25,3.1,False,,Left film more answer quickly recently quickly action.
3843,388,2024-03-01,10:06:00,21:38:00,54.0,11.73,1.52,True,,Else always own attention someone produce.
3640,213,2024-08-07,08:35:00,,,11.12,0.0,False,,In your happy behavior experience mean gun.
1945,334,2024-07-30,08:08:00,15:44:00,39.0,0.0,2.3,True,day,Culture student process language course century small choose book could.
2080,167,2024-02-03,06:04:00,,52.0,0.0,0.0,False,,Attention material she lawyer foot.
1693,129,2024-08-24,08:45:00,,,0.0,0.0,True,,News station news think form offer.
1255,319,2024-01-18,,,39.0,8.6,0.0,True,,Foot avoid bill social purpose either likely forget garden.
3088,287,2024-03-07,,,51.0,0.0,0.0,False,day,Direction daughter right interesting involve.
3229,491,2024-08-14,,,33.0,10.25,3.18,True,morning,Fall imagine detail church themselves green million because.
3923,135,2024-01-18,,18:37:00,,10.67,2.72,False,,Along free treat part country.
1708,497,2024-09-17,,,30.0,0.0,0.78,False,morning,Bank bill form take base growth decision carry.
3793,136,2024-01-22,08:03:00,19:52:00,,0.0,3.42,True,,Heart where buy leg challenge skill.
